technology,location,capacity_type,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
ASU,AT33,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019409970685018239,0.002032878586535899,0.002032878586535899,0.002216641622609381,0.0023085231406434555,0.0024004046586775306,0.002492286176716937,0.0025841676947510124,0.002676049212785087,0.002767930730819162,0.002767930730819162,0.002767930730819162,0.003135456802966125,0.003135456802966125
ASU,AT34,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,BE10,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,BE21,power,0.081779078205361,0.081779078205361,0.0803558586994142,0.07964424894644079,0.0789326391934674,0.078221029440494,0.0775094196876029,0.0767978099346295,0.07608620018165609,0.07537459042868269,0.0746629806757093,0.0739513709227359,0.0732397611697625,0.0725281514167891,0.0718165416638157,0.0711049319108423,0.07039332215786889,0.0696817124049778,0.06897010265200439,0.06825849289903099,0.0675468831460576,0.06683527339308419,0.0661236636401108,0.0654120538871374,0.064700444134164,0.06398883438119059,0.0632772246282172
ASU,BE22,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,BE23,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,BE24,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,BE25,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,BE31,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,BE32,power,0.0408895391026805,0.0408895391026805,0.0401779293497071,0.039822124473220394,0.0394663195967337,0.039110514720247,0.038754709843760296,0.0383989049672736,0.0380431000907869,0.0376872952143002,0.037331490337813494,0.0369756854614091,0.036619880584922396,0.0362640757084357,0.035908270831948995,0.0355524659554623,0.0351966610789756,0.03743580495166796,0.037988794432486504,0.03854178391242043,0.039094773392769976,0.039647762873119545,0.039649783560967614,0.03964807119410534,0.039643682307182564,0.09123452674883142,0.09123452674883142
ASU,BE33,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4099831507080855e-06,2.4099831507080855e-06,8.268064864270423e-05,8.268064864270423e-05,0.011366855291809355,0.011877291253982864,0.013836942916395216,0.014347130358856229,0.014859185035159655,0.015369372477673985,0.015879559920134997,0.015879559920134997,0.015879559920134997,0.017410122247518,0.017410122247518
ASU,BE34,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,BE35,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,BG31,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001416818838252845,0.0015207122393136876,0.0017640174368641027,0.0018679108379302974,0.0018679108379302974,0.0018679108379302974,0.0018679108379302974,0.0018679108379302974,0.0018679108379302974,0.0018679108379302974,0.0018679108379302974,0.0018679108379302974,0.0018679108379302974,0.0018679108379302974,0.0018679108379302974,0.0018679108379302974
ASU,BG32,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,BG33,power,0.041400658341428,0.041400658341428,0.040680153466602094,0.040319901029147995,0.039959648591693896,0.0395993961542398,0.039239143716868,0.038878891279413894,0.0385186388419598,0.0381583864045057,0.037798133967051596,0.0374378815295975,0.0370776290922257,0.0367173766547716,0.036357124217317495,0.035996871779863396,0.0356366193424093,0.0352763669050375,0.0349161144675834,0.034555862030129295,0.034195609592675195,0.0338353571552211,0.033475104717767,0.03311485228039519,0.0327545998429411,0.032394347405487,0.032034094968032896
ASU,BG34,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,BG41,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,BG42,power,0.0464,0.0460007314904847,0.045200170518410195,0.0447998900324141,0.04439960954633569,0.043999329060257296,0.043599048574261196,0.04319876808818279,0.04279848760218669,0.0423982071161083,0.041997926630112196,0.041597646144033794,0.0411973656579554,0.0407970851719593,0.040396804685880895,0.039996524199884795,0.0395962437138064,0.0391959632278103,0.0387956827417319,0.0383954022556535,0.0379951217696574,0.037594841283579,0.037194560797582904,0.036794280311504494,0.0363939998255084,0.03599371933943,0.035593438853351596
ASU,CH01,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,CH02,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,CH03,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,CH04,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,CH05,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,CH06,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,CH07,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,CY00,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,CZ01,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,CZ02,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,CZ03,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,CZ04,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,CZ05,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,CZ06,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,CZ07,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,CZ08,power,0.03577834671487629,0.03577834671487629,0.035155688181003994,0.034844358914108996,0.034533029647131695,0.0342217003802367,0.0339103711133417,0.0335990418463644,0.0332877125794694,0.032976383312574395,0.0326650540455971,0.032353724778702096,0.0320423955118071,0.0317310662448298,0.0314197369779348,0.031108407711039798,0.030797078444062497,0.030485749177167495,0.030174419910272497,0.029863090643295197,0.0295517613764002,0.029240432109505197,0.028929102842527896,0.028617773575632898,0.028306444308737896,0.0279951150417606,0.027683785774865598
ASU,DE11,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DE12,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DE13,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DE14,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DE21,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002224536805956406,0.006500286831145558,0.006500286831145558,0.014663384635721387,0.015271193325288833,0.015877502776605882,0.016485311466173328,0.017093120155740774,0.01770167846438011,0.01831023677307276,0.01831023677307276,0.01831023677307276,0.02074147153134255,0.02074147153134255
ASU,DE22,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DE23,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DE24,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DE25,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DE26,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DE27,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001649786393928762,0.00032995727874419686,0.00032995727874419686,0.00032995727874419686,0.00032995727874419686,0.0012776346332718318,0.0014536281165531708,0.001629621599833988,0.001629621599833988,0.001629621599833988,0.001629621599833988,0.001629621599833988,0.001629621599833988,0.001629621599833988
ASU,DE30,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DE40,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002852417281605615,0.001651754076747808,0.001651754076747808,0.001651754076747808,0.001651754076747808,0.01145117995707435,0.012481475422337473,0.013511770887600619,0.014542098578693817,0.014548082079960686,0.01455406558122617,0.014560049082492999,0.014580153222429816,0.014580153222429816
ASU,DE50,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DE60,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DE71,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DE72,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DE73,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DE80,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DE91,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DE92,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DE93,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DE94,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DEA1,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DEA2,power,0.0560868518770961,0.0560868518770961,0.0551107599062596,0.0546227139208825,0.0541346679355054,0.053646621950046,0.0531585759646689,0.0526705299792095,0.05218248399383239,0.05169443800837299,0.0512063920229959,0.050718346037618794,0.05023030005215939,0.049742254066782295,0.049254208081322894,0.0487661620959458,0.0482781161104864,0.047790070125109295,0.0473020241396499,0.046813978154272795,0.046325932168895696,0.045837886183436295,0.045349840198059196,0.0448617942125998,0.0443737482272227,0.0438857022417633,0.0433976562563862
ASU,DEA3,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03613780030148618,0.049716079623966486,0.051608455710191944,0.05350407300564878,0.055402931510675435,0.057298548805935004,0.05816991260864846,0.05816991260864846,0.05816991260864846,0.08017844923790335,0.08017844923790335
ASU,DEA4,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DEA5,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011221926903933167,0.0017416148001335953,0.0017416148001335953,0.0017416148001335953,0.0017416148001335953,0.0095161722217443,0.009959401974734649,0.010402631727766565,0.010402631727766565,0.010402631727766565,0.010402631727766565,0.010402631727766565,0.010402631727766565,0.010402631727766565
ASU,DEB1,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DEB2,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DEB3,power,0.0899,0.089445866786985,0.08788922045250999,0.087110897284861,0.086332574118035,0.085554250950386,0.08477592778356,0.083997604615911,0.083219281448262,0.082440958281436,0.08166263511403389,0.0808843119467141,0.0801059887794766,0.07932766561215679,0.078549342444837,0.0777710192775172,0.07699269611019739,0.0762143729428776,0.0754360497756401,0.07465772660832029,0.0738794034410005,0.0731010802736807,0.0723227571063609,0.0715444339390411,0.07076611077172129,0.06998778760448379,0.069209464437164
ASU,DEC0,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DED2,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DED4,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DED5,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DEE0,power,0.1334,0.132379882845067,0.130076046270044,0.128924127982121,0.127772209694198,0.126620291407098,0.125468373119175,0.12431645483125199,0.12316453654415199,0.12201261825622899,0.12086069996912899,0.119708781681206,0.118556863393283,0.11740494510618299,0.11625302681825998,0.11510110853033699,0.11394919024323698,0.112797271955314,0.111645353668214,0.110493435380291,0.10934151709236799,0.10818959880526799,0.10703768051734498,0.105885762229422,0.104733843942322,0.103581925654399,0.102430007367299
ASU,DEF0,power,0.081779078205361,0.081779078205361,0.0803558586994142,0.07964424894644079,0.0789326391934674,0.078221029440494,0.0775094196876029,0.0767978099346295,0.07608620018165609,0.07537459042868269,0.0746629806757093,0.0739513709227359,0.0732397611697625,0.0725281514167891,0.0718165416638157,0.0711049319108423,0.07039332215786889,0.0696817124049778,0.06897010265200439,0.06825849289903099,0.0675468831460576,0.06683527339308419,0.0661236636401108,0.0654120538871374,0.064700444134164,0.06398883438119059,0.0632772246282172
ASU,DEG0,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014170799140797978,0.00014170799140797978,0.0005023187247706044,0.0006561123718778518,0.0006561123718778518,0.0006561123718778518,0.0006561123718778518,0.0012712869598496203,0.0014250806069568734,0.001578874254064115,0.001578874254064115,0.001578874254064115,0.001578874254064115,0.001578874254064115,0.001578874254064115,0.001578874254064115
ASU,DK01,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DK02,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DK03,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DK04,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,DK05,power,0.0,0.0,0.0,0.08035910302034109,0.08035910302034109,0.08035910302034109,0.08035910302034109,0.08035910302034109,0.08035910302034109,0.08035910302034109,0.08035910302034109,0.08035910302034109,0.08035910302034109,0.08035910302034109,0.08035910302034109,0.08035910302034109,0.08035910302034109,0.08035910302034109,0.08035910302034109,0.08035910302034109,0.08035910302034109,0.08035910302034109,0.08035910302034109,0.08035910302034109,0.08035910302034109,0.08035910302034109,0.08035910302034109
ASU,EE00,power,0.020444769551299098,0.020444769551299098,0.0200889646748947,0.019911062236610197,0.019733159798408,0.0195552573601235,0.0193773549219213,0.0191994524836368,0.0190215500454346,0.0188436476071501,0.0186657451689479,0.0184878427306634,0.018309940292461198,0.0181320378541767,0.017954135415974497,0.017776232977689998,0.0175983305394878,0.017420428101203297,0.017242525663001097,0.0170646232247166,0.0168867207865144,0.016708818348229897,0.0165309159100277,0.0163530134718255,0.016175111033541,0.016175199306389748,0.0158193061570543
ASU,EL30,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.49731995442795e-06,0.006421780206085089,0.0068859673119225535,0.007194400218647963,0.007264141129655419,0.007324750999989185,0.007791594595037866,0.008245195333121123,0.008290799339734877,0.008324286304846279,0.008355319090570622,0.008358075394928024,0.008358075394928024
ASU,EL41,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,EL42,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,EL43,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,EL51,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASU,EL52,power,0.0,0.0,0.0,0.02451477725141584,0.02451477725141584,0.02451477725141584,0.0246596784246796,0.024866506160825617,0.025626639454070756,0.027422574899581536,0.027422574899581536,0.027422574899581536,0.02746457267688382,0.027506974677181717,0.027506974677181717,0.027508512734727972,0.027509281763501002,0.027509763107330935,0.027510244451160862,0.027511471540851526,0.027511471540851526,0.02751320251950028,0.027514429609190944,0.027514429609190944,0.027514429609190944,0.027557056702164375,0.027557056702164375
ASU,EL53,power,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
